date,review,star_rating,name
"December 24, 2017","An abomination of a Star Wars movie. I'm one of ""those"" people that first saw Star Wars when I was 7 years old when a New Hope came out. I don't know who the grizzled guy living on the rock was but it wasn't Luke Skywalker. Rian Johnson should be banned from making anything more related to Star Wars. Unfortunately it won't matter. I will never pay money to see a new Star Wars movie again. Lifetime fan and I've been back handed by Disney. Maybe they can put Dick Van Dyke in episode 9 so him and Leia Poppins can do a dance number together. If forced to choose I would watch Phantom Menace a thousand times before I would watch the Last Jedi again. I feel sorry for the main actors. They all deserved better than this script and movie. Good bye Star Wars.",0.5, Arthur O
"December 24, 2017",Amazing film. Very emotional but for the right reasons. So much better than th force awakens. Can't believe it is getting a lot of hate. The action scenes were amazing and the whole story is amazing. Like the director said this is the way it had to go and I am so looking forward to seeing how they finish it off.,5, Olivia G
"December 24, 2017","Star Wars 8 answers the question ""What if we took the first 20 minutes of Empire Strikes Back and stretched it into a 3 hour movie?""",0, S X
"December 24, 2017",Best Film since The Empire Strikes Back!! Truly a worthy Sequel in Star Wars Franchise!! Loved the Music and Action!! It was Funny too!! overall a Masterpiece!!,5, Madisshya S
"December 24, 2017","Just not a good movie. Pointless, boring subplot makes the middle of the film feel like an endless car ride through the middle of nowhere.",0.5, Broden%20 F
"December 24, 2017","I'm not going to go into great detail on this movie, suffice it to say, it was bad. 

The problem with modern Star Wars is cultural infiltration. in 1977, George Lucas introduced us to a universe we had never seen before, never even imagined, and we loved it. For a moment, we forgot our politics, our biases, our gender issues...we just let ourselves escape to that place ""in a galaxy far far away"". Essentially, what we were presented with was a window, a window into a fantasyland.

Fast forward to the 21st century and all you have today is a mirror. So instead of showing us something different and unbelievable, we get political commentary, racial balancing, ethics lessons, animal rights issues...with some rather mediocre special effects If I may say. Disney is trying too hard to please everyone, and when you do that, you end up disappointing everyone. 

And where the hell is Steven Spielberg? of all the directors who could make a great Star Wars movie, isn't HE #1? so why the heck is JJ Abrams directing ANOTHER one? 

Star Wars is dead. Long live Star Wars.",1, Darth C
"December 24, 2017","Some good scenes but overall very very disappointing. Jumped the shark numerous times, it was not about sith vs jedi, instead we got space battles and shoot 'em ups. Did not delve into the SW universe, just a whole bunch of nothing.",1.5, Larry A
"December 24, 2017","It is the worse movie I have watched in 2017. I will factually say why is it bad. I have watched it twice, I was very disappointed when I watched the first time. I thought it was just me. Because the critic review has rated very highly and raved about this movie. I cringed while I watched the second time. It was much much worst then I remembered. To start off if... Star Wars happens in a galaxy far far away then most of the physics and chemistry should be very similar in this part of the universe, right? I think its okie to get some of the physics wrong, I can look past it, but every act and sub act has god defying moments. That's just very lazy on the director and story writer part. Nobody bother to check through. Act 1 if bombing bay open in SPACE, shouldn't the crew get sucked out of space? PHYSICS FAIL. Also, If Leia gets blown into SPACE, and she SUPERMAN her way back to the ship and opens the door, shouldn't Leia and the crew get suck/blown into space? Act 2, Kaylo and Rey communicated with each other thru the vastness of space using the force, how is it that while they were communicating, Rey got wet because the raining and wet climate on the island but Kaylo got wet too (just because Rey got wet due to the island's weather, it does not mean Kaylo should get wet too, just because they communicated thru the force, they now can physically transport matter thru space and time instantaneously??? Doesn't make sense), even thou Kaylo was in Space? The story line was so so messy, and many parts of the story don't make sense. In the RETURN OF THE JEDI, the rebels won. so how is it that in this episode we are only left with 400 rebels. YES! IN THE ENTIRE GALAXY, WE HAVE LESS THAN 400 REBELS? WTF happened in between the 40 years? After Leia was blown into space and after she SUPERMAN her way back to the ship and conveniently opened a door in space to let herself in, she was too hurt to lead. This purple hair lady took over command. She had a plan to save the remaining rebels but refuse to share the plans with the Star Fighter pilot POE even after he asked. It doesn't make sense. In this kind of do or die situation everybody needs to know their job, if you are the leader, you need to spell out the plan and not sit one corner and scheme. Especially when everybody's lives are at stake. Bad character with bad character decision that serves no purpose in the movie at all. I want to talk about ROSE FINN and CODE BREAKER GUY. Why the CODE BREAKER GUY ONLY ESCAPE from jail after ROSE and FINN goes into the same cell.... BEATS ME. This part is so so bad... I don't want to go into details. Else I will go on forever. LET'S GO INTO THE MEAT OF THIS REVIEW. THIS IS A STAR WARS MOVIE. TO BE A JEDI. YOU NEED TO FIRST HAVE THE APTITUDE then you train until you lost an arm a leg or a master. even then, you are still at best half filled. You need to walk the same journey as all LIGHT SIDE FORCE PRACTITIONER. you need to be defeated, humbled but never give up and still grow and continue to serve the mission. THIS IS STAR WARS. HOW THE HELL, THIS REY GODDESS BE MORE POWERFUL THAN LUKE IN A FORCE FIGHT AND A WEAPON FIGHT? HOW? HOW IS IT SHE CAN PILOT THE MILLENIUM FALCON BETTER THAN HAN AND CHEWIE.... ON HER FIRST TRY???????? HOW CAN SHE BEAT KAYLO IN A FIGHT when she first used a lightsabre?? HOW CAN?? SHE HAVE NEVER TRAINED UNDER A MASTER FOR ANY PERIOD OF TIME, SHE IS THE BEST PILOT IN ANY FIGHTER SHE SITS, SHE BEST LUKE KAYLO IN A LIGHT SABRE DUEL. SHE CAN DO JEDI MInD TRICK WITHOUT SEEING IT FROM ANYBODY? LUKE DOEST KNOW WHERE SHE COMES FROM. SHE IS JUST POWERFUL. FOR THE SAKE OF BEING POWERFUL. THATs NOT STORY TELLING. THAT SOME INCOHERENT STORY written by an 8 year old. The jokes are BAD. THeY ARE REALLY REALLY BAD. NO TWO LIGHT SABRE EVER TOUCHED EACH OTHER IN THE ENTIRE LONGEST STAR WARS MOVIE. CHARACTERS POP IN AND OUT FOR NO GOOD REASONs OTHER THAN TO SELL MORE MERCHANDISE. THE DARK SIDE ARE SO OVERWHELMINGLY POWERFUL but still lost. THEY LOST not because of CUNNING TACTICS by the rebels. they lost because of some really really stupid reasons. Things materialize in and out of the movie. I AM TALKING TO YOU, LUCKY DICE. THIS MOVIE, IS POORLY REWRITTEN, POORLY EXECUTED, it's like watching 4 different mini clips but was sold under the pretence that it was a complete movie. ALSO, HOW CAN THE CRITIC GIVE 92 POINTS, UNLESS DISNEY HAS THREATENED YOU OR HINT OF ECONOMIC INCENTIVE OR LACK THERE-OFF ELSE THIS IS A HIGHLY INCOHERENT MOVIE at best DESERVES 50 for its VISUALS. BUT MOVIES IS ABOUT ITS STORY... THE STORY IS TOTALLY INCOHERENT AS A STAND ALONE OR AS A CONTINUATION. THE CHARACTERS DONT BEHAVE LIKE HEROES OR VILLIANS. THEY BEHAVE LIKE SOME IMMATURE JUVENILLES. THE CRITICS ARE NOT HONEST. DISNEY IS CORRUPT. I want to give it a negative score, but 1/2 is as low as I can give. RIAN is just dumb. A universe that has established physics and character and all the more mundane and difficult part all done for you. All you need to do now is just tell a story. Even that you messed it up. YOU SUCK. TALENTLESS.",0.5, opszelda o
"December 24, 2017",Love it! will never agree with every plot twist but that's movies for you!,5, 
"December 24, 2017","Really some people thinks this is a Star Wars movie?

The original Story is about the Skywalkers, if you want to Watch a movie about pass the torch to a new generation, this is your chance but if you love the original Star Wars Characters avoid this mess",2, Miguel G
"December 24, 2017","I do not think that this film was poorly directed or made, the special effects, the camera work etc were all great. However the story, the plot holes, the SJW bullshit and the assassination of Luke Skywalker completely ruined it for me. Without going into too much detail this is what pissed me off:

- Luke throwing away this Father's lightsabre

- Luke and the titty milk

- Rebel Bombers LITERALLY dropping bombs... in space.

- One X-Wing taking on a Dreadnaught

- The entire casino subplot

- Rey beating Luke in a duel

- Luke thinking about murdering an unarmed child after everything he did to save his Father in the original trilogy

- Laura Dern not just telling everyone (including Poe) her plan

- The Hyperspeed Ramming Scene

- Leia flying through the air like Superman

- The retarded Astral Projection plot line

- Rose saving Finn from destroying the space-ram, literally making his character even more placeholder / useless

The sad thing is, there's probably more. Thanks for ruining my childhood Disney.",0.5, Jason B
"December 24, 2017",Very bad on many levels.,0.5, Dave A
"December 24, 2017",ignore the reviews. great movie!,5, Carmella B
"December 24, 2017",A over the top action movie that seems to want to be something other then Star Wars. It spits on star wars fans and uses cheap modern humor to appease the younger crowd. Overall the worst entry in the star was saga. I would give it a pass.,0.5, Vincent R
"December 24, 2017",Great film. I appreciated the decision to go in new directions and not cling to a stale formula that the fanboys wanted to see. Excited to see where the story goes from here.,5, Mark P
"December 24, 2017","I didn't expect much, was disappointed anyways.",0, Farl B
"December 24, 2017","The movie is pretty damn bad, no action, misandrist, the director suck, the story line.. I would discourage anyone to pay to see such bullcrap. It's even damn hard to imagine they could do worst. It's a clusterfuck.",0.5, David B
"December 24, 2017",Don't get the hate. Saw this film for the second time today and it's awesome!,5, Rob H
"December 24, 2017","It feels as if Rian Johnson has forgotten that the Star Wars films are a trilogy, not a two film thing. The plot was rapidly paced and jumped parts quicker than a bad action movie, with parts from TFA that don't seem to add up.",1.5, Jon C
"December 24, 2017","TLDR: This movie is safe, forgettable, and entirely unoriginal.

I have seen it twice. I recognize that Rian Johnson had a difficult task, and lots of people were expecting TLJ to meet the standard set by ESB. I was not. However, I was also not looking for a movie that rehashed every plot point in ESB and ROTJ (to the point of parroting back dialogue), without even developing the new heroes we had come to love from TFA. As a female fan, I was excited to see the vulnerable, nuanced character of Rey in TFA, and spent the last two years defending her from ""she's just a Mary Sue"" detractors. Well, bad news, in this movie she actually is a Mary Sue. (Speaking of Mary Sues, when did Finn learn how to fly? A major plot point in TFA revolves around the fact that he can't, and now he can just hop in a cockpit and all's well?)

At its heart, TLJ doesn't want to be a Star Wars movie, but it fails to take us in a new direction, or any direction. The plot and characters are stuck in place (literally). Prolific jump cuts make it impossible to build any tension and effectively diffuse what little there is. John Williams' score is actually tiring and tonally out of place with what is on screen. The short shots allow no time to develop musical themes, so we're basically reduced to ""Is Rey on-screen? Rey's theme is playing."" ""Is Luke on-screen? Force theme."" ""The Resistance? March of The Resistance 1000x!!"" The soundtrack is like dessert all the time, and leaves you feeling sick.

My dislike of TLJ does not stem from being a butt-hurt fan with wish fulfillment issues. The few things lauded as gutsy in TLJ were actually telegraphed in TFA and I was on board with them. A particular aspect of Luke's past did not sit well with a number of people, but I was pleasantly surprised and felt that it worked. I won't say that TLJ was good just because it touched on a couple of interesting things that were teed up for it. This movie has almost none of the threads from TFA, none of the heart of ESB or ANH, and none of the mythos that underscores the whole franchise. It's just a poorly edited, hollow exercise in irreverent predictability.",1.5, R B
"December 24, 2017","I was looking forward to this movie all year! Not only was it awful, but it retroactively makes Force Awakens bad. The way Johnson, Kennedy, and Lucasfilm are treating it's core fanbase is unbelievably dumb founding. This franchise died with Luke.",1, Justin O
"December 24, 2017","great visual movie, but plot made no sense. Luke skywalkers legacy is destroyed in this movie. For true fans, its a slap in the face. For new fans who watched the force awakens its a slap in the face. Nothing from the first movie is answered, and there are too many gotcha moments that make it seem like the director is deliberately alienating fans, and what jj abrams did in tfa. I have no problem moving on to new characters, and breaking ties with the original trilogies, but that cant happen as the middle story in a new trilogy based on the originals. At the end of episode 9, and then the new trilogy is the place for that. Very disppointing overall. I will not watch or support any further star wars movies, like Luke said in ROTJ, my movies are truly dead.",0.5, 
"December 24, 2017","Like many others I'm disappointed in how Disney and non George Lucas handled Star Wars since it was purchased. I am not a Episode VII or VIII fan. Both movies make no sense and that's coming from the Star Wars universe. It doesn't have the same feel as the movies that came before it. Episode I, II, and III feel like they are in the SW universe. SW didn't have to be rejuvenated. The reason it's been making so much money is because it's STAR WARS and the original trio was attached to the film. It was guaranteed. I wish they stayed true to what came before.

Mark my words..people will say the prequels are better then the sequels in the future.

That being said...Rogue One is an amazing movie. At least it had good flow.",0.5, Jeremy M
"December 24, 2017",Had a feeling within the first 60 seconds that something didn't feel right. Spent of the movie shaking my head or rolling my eyes. 99% of the jokes fell flat as did the movie.,1.5, 
"December 24, 2017","complete miss, poorly written move. Such a missed opportunity.",0.5, Kevin%20 B
"December 24, 2017","I created an account just to review this movie here. I am a fan of Star Wars, and of movies in general. I see everything and have for the past 25 years. I feel on this movie the critics did the audience a huge disservice, This movie was terrible. Did it have some entertaining sequences? Sure. But it was like Rian Johnson wanted to go a completely different direction than what was set up for this in TFA. I thought JJ Abrams, despite a lot of copying from the OT, set up the new trilogy with some compelling storylines and characters. It's almost as if Rian Johnson was not happy being boxed in by any of it and just threw most of it in the garbage. To be clear, and because a lot of the other criticism of this film relates to this, I have no problem with any social points being made in films, I have no problem with the diversity of the cast (I think that's great), and having lots of strong women characters (I think that's fantastic as well). My criticism is with the terrible story, spending way too much time on a subplot that amounts to nothing in the end, introducing additional characters that add nothing to the plot, and being inconsistent with the Star Wars universe as a whole, and the hooks we the audience were left with at the end of TFA. Additionally, while the visuals were amazing at times, it did not FEEL like a Star Wars movie. Bad jokes in very odd places seemed like an intentional slap in the face to longtime fans. The cutting between the various subplots seemed forced. And at to that, there were very few wipe transitions. While I wasn't counting, it seemed very clear that a decision was made to not use many wipe transitions. The wipe transitions really define the visual style in all the Star Wars films. I understand that they didn't use any in Rogue One, and at the time I thought it was an intentional stylistic decision to make it appear separate from the man saga (along with the non-Williams Score). Anyhow, I saw the movie twice, and on second viewing most of my criticisms of this movie were confirmed....at first I thought perhaps I was missing something. I have zero desire to watch Episode IX, this movie has ruined Star Wars for me. They have ruined Luke Skywalker, I can see why Mark Hamill was so adamantly opposed to this portrayal. I feel sorry for him, but to his credit he still committed and gave it his best and I thought his performance was fantastic.",0.5, Marcel P
"December 24, 2017","This is the first time I've ever been compelled to write a movie review. First of all, I want to address the bantha in the room: How the hell did this movie receive a ""Certified Fresh"" rating over 90%?!!! Before I write why I hate this movie with every fibre of my being, I want to Rotten Tomatoes to grow a pair of fresh tomatoes and give this abomination a more accurate assessment and stop misleading people so Disney can set a new record for movie profits. Like many who's imagination was captured and defined as a child by Star Wars I was anxiously awaiting the return of Luke Skywalker in the Force Awakens. When I learned that I would actually have to wait two more years for the character that embodies everything that was awesome about the saga, I sat on my hands and bided my time in the hopes that someone with vision and wisdom would takeover the helm. After all, in our age of social media, it should have been pretty easy to determine what true fans wanted. Instead, we got an incoherent half-comedy unnecessarily teeming with social commentary and ridiculous plot holes. In my opinion, Star Wars is irreparably damaged and no new director will be able to salvage it in Episode IX (which I have no interest in seeing), While the true consensus on this movie is being stifled to make sure it makes enough money in the box office, this movie will go down in history as the movie that retroactively crushed the dreams of millions of children. It is time for Star Wars to end.",1, Ben H
"December 24, 2017",I'm done with Star Wars because of this.,1, Reggie H
"December 24, 2017","Some great sequences with Rey and Kylo along with Snoke, but overall this story is poorly written, very uneven thematically and does things with characters that make no sense like Luke and Lea. Without going into spoilers, I'm pretty unsatisfied with this addition to the Star Wars saga. I think the plot issues are a result of Rian Johnson's lack of writing maturity. I was much more excited with the series after The Force Awakens. I hope JJ Abrams can redeem the story in IX.",2.5, Steven S
"December 24, 2017",Movie sucked. BAD. Wish I could get my money back. Daisy Ridley also got SUPER FAT and has way too much screen time. Yoda was dumb. All the one liners got annoying. ETC ETC,0, Phil W
"December 24, 2017",What a show. I felt 10 again. Exiting like a kid's star wars's game.,4, Aysu R
"December 24, 2017","I am not a professional film critic, learned in the arts of cinematography, and have never written a movie review before. But, after seeing this film, I felt compelled to do so. In brief, Last Jedi is a steaming pile of shit. Nonsensical, jumpy plot, painfully awkward attempts at humor, a random, tacked-on love story, and, worst of all, the utter desecration of beloved characters. For instance, the director, for some unfathomable reason, transformed Luke into a bitter, grumpy old man who spends his remaining years brooding and drinking green teat-milk from weird beach creatures. ""Super Villain"" Snoke is effortlessly killed off by a laser to the midsection, with nary an explanation of who he was and how he became Supreme Leader of the First Order. The porgs were cute, I guess. That, and the first action sequence, were the only redeeming aspects of the movie. Avoid.",0.5, Philip S
"December 24, 2017","Worst Starwars Movie EVER !!!! Thank you disney for destroying the starwars universe in just 2 hours... This is the most politically motivated movie i have ever seen, this is what happens when you put a feminist in charge of one of the biggest movie brand names in the world. I will not watch the next one...",0.5, Jacque R
"December 24, 2017","SJW's seem to have taken over Hollyweird... were they even familiar with the Star Wars Universe before they pumped out this garbage? Jedi's now need pointy hats and staves, Only woman can tackle the Men threatening the galaxy, Luke Crywalker etc so on..... way to kill something I have enjoyed for the last 40 years... F U Rian and Disney y'all can burn in hades!",0.5, Jonathan B
"December 24, 2017",To sad to comment. R.I.P. Star Wars,0.5, Gaz A
"December 24, 2017","VII is the new I. A few passable ideas scattered through a big pile of shit. I felt like I was watching a ""millenial"" parody. Not that there is anything wrong with that in on itself, it's just that it doesn't fit the lore built by the previous movies.",1.5, 
"December 24, 2017","Computer says no.. This movie just spat in the face of the known SW canon and especially of Luke's importance and character. He was able to turn Darth Vader to the light side of the force who is recognized as the most powerful Jedi, yet he had a complete nervous breakdown when his grandson had darkside inclinations.. The conversion of Kylo should have been a walk in the park for Luke, Dont get me started on Mary Sue! I mean Rei's all powerful, all knowing, never in danger with no flaws character who is seemingly able to use the force without any training whatsoever.. Why not send out a squadron of Tie bombers to blow the resistance to hell instead of the slowest chase scene ever? This movie was stupid on so many levels..",0.5, Jin C
"December 24, 2017","I am not a professional film critic, learned in the arts of cinematography, and have never written a movie review before. But, after seeing this film, I felt compelled to do so. In brief, Last Jedi is a steaming pile of shit. Nonsensical, jumpy plot, painfully awkward attempts at humor, a random, tacked-on love story, and, worst of all, the utter desecration of beloved characters. For instance, the director, for some unfathomable reason, transformed Luke into a bitter, grumpy old man who spends his remaining years brooding and drinking green teat-milk from weird beach creatures. ""Super Villain"" Snoke is effortlessly killed off by a laser to the midsection, with nary an explanation of who he was and how he became Supreme Leader of the First Order. The porgs were cute, I guess. That, and the first action sequence, were the only redeeming aspects of the movie. Avoid.",0.5, Philip S
"December 24, 2017","Worst Starwars Movie EVER !!!! Thank you disney for destroying the starwars universe in just 2 hours... This is the most politically motivated movie i have ever seen, this is what happens when you put a feminist in charge of one of the biggest movie brand names in the world. I will not watch the next one...",0.5, Jacque R
"December 24, 2017","SJW's seem to have taken over Hollyweird... were they even familiar with the Star Wars Universe before they pumped out this garbage? Jedi's now need pointy hats and staves, Only woman can tackle the Men threatening the galaxy, Luke Crywalker etc so on..... way to kill something I have enjoyed for the last 40 years... F U Rian and Disney y'all can burn in hades!",0.5, Jonathan B
"December 24, 2017",To sad to comment. R.I.P. Star Wars,0.5, Gaz A
"December 24, 2017","VII is the new I. A few passable ideas scattered through a big pile of shit. I felt like I was watching a ""millenial"" parody. Not that there is anything wrong with that in on itself, it's just that it doesn't fit the lore built by the previous movies.",1.5, 
"December 24, 2017","Computer says no.. This movie just spat in the face of the known SW canon and especially of Luke's importance and character. He was able to turn Darth Vader to the light side of the force who is recognized as the most powerful Jedi, yet he had a complete nervous breakdown when his grandson had darkside inclinations.. The conversion of Kylo should have been a walk in the park for Luke, Dont get me started on Mary Sue! I mean Rei's all powerful, all knowing, never in danger with no flaws character who is seemingly able to use the force without any training whatsoever.. Why not send out a squadron of Tie bombers to blow the resistance to hell instead of the slowest chase scene ever? This movie was stupid on so many levels..",0.5, Jin C
"December 24, 2017",Really well made film.,4, 
"December 24, 2017",Best Star Wars movie since Empire!,5, Jim F
"December 24, 2017","With all of its twists and turns, and in some cases flaws, the Last Jedi is a worthy addition into the Star Wars Saga.",4, Patrick D
"December 24, 2017","Ruined this trilogy, shame.",1, Joshua O
"December 24, 2017","The last ""normal (in terms of giving the story a meaning)"" Star Wars movie was Revenge of the Sith. This new movie missed out the great points that could have made it shine above all other movies before him...?",0, Tadeu T
"December 24, 2017",Depressingly bad movie.. I left the theatre in shock. And I really liked TFA. But this.. was terrible. Unbelievable awfull.. Please fire this fool so he won't direct another Star Wars movie ever again..,1.5, 
"December 24, 2017","SPOILERS --- I can see how people would be disappointed by their fan theories not panning out, or the reveals maybe ""too dull"" in consideration of what could have been done; but personally, I enjoy the idea of someone from a family line of no importance becoming an epic hero. I think it to be actually quite poetic. The Last Jedi tastefully puts the past legacy behind while allowing the possibilities of the future to be hinted at throughout the film. Also, I have seen people complain about the seemingly pointless casino plot, but I think the importance of that plot line is two-fold: it allowed more exposure into the Star Wars universe, and we saw our heroes utterly fail. Their heroism is something we admire and value, but realizing that heroism does not mean victory is a lesson of value in itself. I think this lesson is true throughout the entirety of The Star Wars saga -- heroes may fail, but the good is ultimately victorious. No, I don't think this film was a sellout, rather a successful transition to Episode IX.",4.5, Sue H
"December 24, 2017","They have destroyed in resemblence of a good childhood memory of the Star Wars francised. This move was pure trash. When they killed Luke, they killed this franchise. Disney you fucked up!",0.5, 
"December 24, 2017","The good: For the most part, the visuals are very good. Outstanding, even. I wouldn't be surprised if it won awards for that sort of stuff.

The bad: Everything else. The Last Jedi continues breaking the movies that came before it, and trampling all over the lore. 

Rey is even more powerful with the Force and more skillful with a lightsaber this time around, even though it starts right when the last movie ends, and she received virtually no training from Luke. It's absurd.

If it's one thing that 40 years of lore has taught, it's that it takes years of training, practice and dedication to become proficient with Force use, and to become skillful with a lightsaber. If the aptitude is even there. The Force does not give one the knowledge or skill to do anything, it can only greatly enhance and augment the ability that one already has. 

Abrams and Johnson believe that the Force works like the Matrix. That if you can feel the Force, it simply downloads the required knowledge and skill into you, eliminating any need to learn or train. That isn't how the Force works. It's unconscionable that the writers were handed the reigns to this franchise when they have such little fundamental understanding of Star Wars.

So what about all of those unanswered questions and needed exposition that The Mystery Box Awakens left? Most are still a mystery and unanswered. Let's be honest, they never will be.

Simply because Disney Wars has shifted genres from space opera, science fiction / fantasy.... to fantasy action, because that's where the money is. The genre's primary focus is to entertain. It has common elements: Crazy CGI action scenes, constant forced humor, nothing making any sense, the ""story"" being an afterthought. Flash over substance. See: Transformers.",0.5, Dave H
"December 24, 2017",It's a middle of a trilogy movie. It's STAR WARS! I loved it as much as someone can love a middle child. There's so much that goes on in the middle of a journey that isn't cool or exciting and it starts at the beginning of the end  it doesn't leave you at the END. It leaves you at the beginning of the end. ,4, 
"December 24, 2017",Wonderfully entertaining. I saw the original Star Wars in theaters as a child and the series still thrills me today.,5, Dan C
"December 24, 2017","Star Wars The Last Jedi was so disappointing. Pointless side characters, tried to make the movie funny throughout, regardless of your views- there are multiple subliminal political messages (it's star wars, really?), oh and everyone is soft in this movie. No villains or true heros. Just soft, spineless millenials who shoot laser guns. Don't even say Rey... apparently 10 min of Jedi Training makes her more powerful than any other Jedi? Here's what really happened, Mickey Mouse found a new series to make money from. Fans. Do not watch. Also, George Lucas... I'd like to take this time to apologize for complaining about episode 1. I would rather have a remastered version of episode 1 and watched it 10 times before watching this travesty. Take Star Wars back. Please George, you're our only hope.",1, 
"December 24, 2017","Far too many moments meant to pander to younger audiences and some dialog feels like a high school freshman wrote the screenplay. There is not much ""show don't tell"" in this movie and it holds the audience's hand for the entire duration. For the less technical viewer, the action sequences are choreographed well enough to enjoy and there are some genuinely beautiful shots in the film. In time this will surely be one of the worst Star Wars movies to date.",3, 
"December 24, 2017","Funny most of the positive reviews are one liners, many of the negative reviews contain valid arguments for why this was bad. Disney forgets us old fans (with Kids) need the parents to pay for this. After this epic waste of a film they will get $0 product from our household. BTW my frustration has nothing to do with the ""new"" direction or the social theme they threw in - the plot was terrible - Period end of discussion.",0.5, jeff d
"December 24, 2017","As a movie, it is not too bad. But it does not connect to Star Wars It more connects to Rogue one. I do not see the Luke from new hope or return of Jedi. Old age is not an excuse for being miserable, lost dignity, see his masters Yoda and Obi-wan. Some parts do not make sense: after return of Jedi, as the only Jedi, Luke together with Leia led the whole resistance army to the ground. Were they so bad at leadership? Kylo, trained by Luke, his uncle and also beating Luke with force, lost twice in fighting with Rey, who has little Jedi training. I do not buy the plot.",2, Tao W
"December 24, 2017","Utter garbage from beginning to end, terrible plot holes and the Leia floating in space was ridiculous.........but how they handled Luke was frankly disgusting",0.5, Sean F
"December 24, 2017","I loved the film it was full of excitement and everything I could have hoped for, the comedy was unexpected but welcome overall it was great",5, Alex M
"December 24, 2017","What a train wreck of a movie. Had feelings of deja vu while watching it of other horribly disappointing movies of the past. That's when you know. It's almost hard to describe, that feeling of betrayal, of emptyness. You have to experience it. 

I could talk for",0.5, Luke J
"December 24, 2017","I don't recommend if you're a fan who appreciates the Star Wars mythos and legend. The new Hollywood trend of stepping all over the past to make room for younger actors and SJW causes does not serve the franchise well. The film was filled with predictably cliche liberal progressive issues and also went out of it's way to portray all the male characters as weak and hot-tempered compared vs cool, collected, wise female characters. In fact, I would say all the villians were male and all protaganists were female. And so many plot holes and needless sub-plots. This was disappointing. [SPOILER ALERT] And the way they treat Luke Skywalker is also sad. And how is Rei able to take on a legion of elite Sith fighters with no training whatsoever? The film does not even try to seem realistic or logical and it was just too long.",1, Thomas M
"December 24, 2017",Yep I liked it. Thought it was outstanding. The 2nd time I saw it was even better. There were a lot of details I missed because I was blown away. But this review is about the fans crying foul. I appreciate your bitterness and your tears because Luke didn't do what you wanted or acted the way you wanted. Snoke's final scene was great and unexpected. Do I need to know his background? Nope not important. So go check out Wookiepedia for some worthless facts. You're mad at Ren? I saw growth and a great set up for the third movie. I'm impressed with the ire towards this movie. Just wondering how many of you EU clingers wrote a few dozen hater reviews? The best part is 99% of the haters will be in line for IX.,5, Robert H
"December 24, 2017","Star Wars: The Last Jedi is the biggest disappointment of the year and a complete waste of potential; I guess that's what happens when you switch directors half-way through a trilogy. The newest episode of the Star Wars saga is unfortunately met with more criticism than praise from me, so I'll start with what I liked. 

While extremely dissatisfied with what I have recently seen, even I must admit that Star Wars 8 has some things going for it. Like any Star Wars movie, good or bad, the costume design is always top-notch. The Last Jedi keeps the streak alive with more interesting robes and armors for the characters to wear throughout the film; the Imperial Royal Guard-esque uniforms for Snoke's elite guards were slick. Another must for Star Wars movies is high-end visuals. Once again, The Last Jedi does just that, delivering high-quality Star Destroyers, a wide variety of alien races, and the lightsaber blades are still badass. The score composed by the iconic John Williams is an exceptional collection of Star Wars nostalgia, although not as present as it is in other films; the sound design ain't too shabby either. While more than likely just a marketing scheme, the porgs are cute like the Ewoks and might've been the best comic relief in the entire film. Daisy Ridley and Adam Driver are both really talented up and coming actors and I assume they both have bright futures ahead of them, and while not their best work, the performances they're putting into the Star Wars films are solid. Ridley believably shows Rey's inner-confliction and craving to learn more about her gifts while Driver effectively displays the anger and frustration that has built up in Kylo Ren; I assume they both only get better in the final chapter. Carrie Fisher provides an emotional performance in what may be one of the last times we see Leia on the big screen (I can't imagine she'll have much of a role if any in episode 9). These are the things I liked...I guess. 

If you haven't heard, Star Wars: The Last Jedi has been very divisive among audiences; some people really enjoyed the film, while others have a burning animosity towards the movie. I find myself leaning towards the latter for these reasons: almost all the humor feels forced and does not land, the three storylines that go on throughout the whole film feel very jumbled and poorly paced, the new side characters are annoying, the villains are weak and/or disposed of in an orderly fashion, Rey barely develops as a character if at all, the movie is longer than it needed to be, and the writing is lazy; it felt as if director Rian Johnson wanted to remove almost all of J.J. Abrams' influence from episode 7 and start off fresh. It doesn't work. I found myself dozing in the first half of the film and cringing in the second, it was that bad. To begin the film there is some banter between two characters (I'm going to be very careful about not spoiling anything). I did not find it amusing and it went against the seriousness of one of the antagonists. Since the movie just began I pushed my worries aside thinking there is still a lot of time left for things to get better; I might as well have left that very moment. From there, there are even more silly moments that are neither humorous or Star Wars-like; a solid half hour if not a full one could've been shaved from the film's runtime. As much as I would like to elaborate on my other criticisms, out of not wanting to spoil the film at all (because I know people hate that), I'll just give you a quick word of advice: You may go into Star Wars: The Last Jedi and come out not understanding why all the hate, believing that episode 8 is one of the best Star Wars films to date. That's fine, I wish I could see it that way. Or you may come out feeling neutral. Or you may come out feeling betrayed and extremely underwhelmed wondering where $200 million went. If you liked The Force Awakens and/or Rogue One, you won't necessarily like this one. 

In conclusion, I guess you should go see Star Wars: The Last Jedi and develop your own opinion, just try to temper expectations.",2.5, Teddy F
"December 24, 2017","Unexpectedly entertaining and enlightening, particularly in few key moments connecting the past and way forward. Best Star Wars film seen so far.",5, Arnold W
"December 24, 2017","This film's writing is a disaster from start to finish. Not only is it poorly written cinema, it single handedly ruins the Star Wars franchise.",1, Ben A
